"","morphotype","isolate","tree_sp","time","rep","pixels_per_cm","group","ppc_squared","threshold","leaf1","leaf2","area_pixels","area_cm","description","notes","threshold.1","leaf1.1","leaf2.1","area_pixels.1","area_cm.1","description.1","notes.1"
"168","SNPV","COL","GR",48,4,85.8047201498845,"treatment",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"169","SNPV","COL","GR",48,5,85.8047201498845,"control",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"170","SNPV","COL","GR",48,5,85.8047201498845,"treatment",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"171","SNPV","COL","GR",48,6,85.9037251811585,"control",7379.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"172","SNPV","COL","GR",48,6,85.9037251811585,"treatment",7379.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"173","SNPV","COL","GR",48,7,85.8047201498845,"control",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"174","SNPV","COL","GR",48,7,85.8047201498845,"treatment",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"175","SNPV","COL","GR",48,8,85.9028521063183,"control",7379.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"176","SNPV","COL","GR",48,8,85.9028521063183,"treatment",7379.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"177","SNPV","COL","GR",48,9,85.9037251811585,"control",7379.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"178","SNPV","COL","GR",48,9,85.9037251811585,"treatment",7379.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"179","SNPV","COL","GR",48,10,85.8047201498845,"control",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"180","SNPV","COL","GR",48,10,85.8047201498845,"treatment",7362.45,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"181","SNPV","COL","GR",48,11,85.7189010662176,"control",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"182","SNPV","COL","GR",48,11,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"183","SNPV","COL","GR",48,12,85.6189231420251,"control",7330.6,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"184","SNPV","COL","GR",48,12,85.6189231420251,"treatment",7330.6,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"185","SNPV","COL","GR",48,13,85.7189010662176,"control",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"186","SNPV","COL","GR",48,13,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"187","SNPV","COL","GR",48,14,85.7189010662176,"control",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"188","SNPV","COL","GR",48,14,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"189","SNPV","COL","GR",48,15,85.7189010662176,"control",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"190","SNPV","COL","GR",48,15,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"191","SNPV","COL","GR",48,16,85.5,"control",7310.25,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"192","SNPV","COL","GR",48,16,85.5,"treatment",7310.25,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"193","SNPV","CTRL","DO",0,1,67.3036403175935,"control",4529.78,"(0, 130)",1319,1605,2924,0.645505962761988,"init","",NA,NA,NA,NA,NA,NA,NA
"194","SNPV","CTRL","DO",0,1,67.3036403175935,"treatment",4529.78,"134",1237,1259,2496,0.551020137843339,"init","",NA,NA,NA,NA,NA,NA,NA
"195","SNPV","CTRL","DO",0,2,67.3036403175935,"control",4529.78,"(0, 132)",1181,1350,2531,0.558746782404444,"init","",NA,NA,NA,NA,NA,NA,NA
"196","SNPV","CTRL","DO",0,2,67.3036403175935,"treatment",4529.78,"132",1199,1398,2597,0.573317026433955,"init","",NA,NA,NA,NA,NA,NA,NA
"197","SNPV","CTRL","DO",0,3,67.3036403175935,"control",4529.78,"(0, 111)",1304,1281,2585,0.570667891155862,"init","",NA,NA,NA,NA,NA,NA,NA
"198","SNPV","CTRL","DO",0,3,67.3036403175935,"treatment",4529.78,"122",1259,1491,2750,0.60709350122964,"init","",NA,NA,NA,NA,NA,NA,NA
"199","SNPV","CTRL","DO",0,4,67.4036349168203,"control",4543.25,"(0, 127)",966,1139,2105,0.463324712485556,"init","",NA,NA,NA,NA,NA,NA,NA
"200","SNPV","CTRL","DO",0,4,67.4036349168203,"treatment",4543.25,"134",1505,1265,2770,0.609695702415672,"init","",NA,NA,NA,NA,NA,NA,NA
"201","SNPV","CTRL","DO",0,5,67.3026745382381,"control",4529.65,"(0, 111)",1095,1580,2675,0.5905533540119,"init","",NA,NA,NA,NA,NA,NA,NA
"202","SNPV","CTRL","DO",0,5,67.3026745382381,"treatment",4529.65,"117",985,1262,2247,0.496064817369996,"init","",NA,NA,NA,NA,NA,NA,NA
"203","SNPV","CTRL","DO",0,6,67.5047405742737,"control",4556.89,"(0, 133)",964,848,1812,0.397639618248411,"init","",NA,NA,NA,NA,NA,NA,NA
"204","SNPV","CTRL","DO",0,6,67.5047405742737,"treatment",4556.89,"139",771,1129,1900,0.416951034587186,"init","",NA,NA,NA,NA,NA,NA,NA
"205","SNPV","CTRL","DO",0,7,67.5047405742737,"control",4556.89,"(0, 123)",1344,1547,2891,0.634423916311344,"init","",NA,NA,NA,NA,NA,NA,NA
"206","SNPV","CTRL","DO",0,7,67.5047405742737,"treatment",4556.89,"128",1090,577,1667,0.36581967087202,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"207","SNPV","CTRL","DO",0,8,67.5047405742737,"control",4556.89,"(0, 121)",1438,1527,2965,0.65066306186895,"init","",NA,NA,NA,NA,NA,NA,NA
"208","SNPV","CTRL","DO",0,8,67.5047405742737,"treatment",4556.89,"125",1260,1562,2822,0.619282010318441,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"209","SNPV","CTRL","DO",0,9,67.5047405742737,"control",4556.89,"(0, 116)",1071,1435,2506,0.549936469829204,"init","",NA,NA,NA,NA,NA,NA,NA
"210","SNPV","CTRL","DO",0,9,67.5047405742737,"treatment",4556.89,"124",1274,1329,2603,0.571222917384444,"init","",NA,NA,NA,NA,NA,NA,NA
"211","SNPV","CTRL","DO",0,10,67.5047405742737,"control",4556.89,"(0, 122)",762,1452,2214,0.485857679250541,"init","",NA,NA,NA,NA,NA,NA,NA
"212","SNPV","CTRL","DO",0,10,67.5047405742737,"treatment",4556.89,"135",1633,1604,3237,0.7103528941888,"init","",NA,NA,NA,NA,NA,NA,NA
"213","SNPV","CTRL","DO",0,11,67.3167141206402,"control",4531.54,"(0, 121)",1235,1443,2678,0.590969074530954,"init","",NA,NA,NA,NA,NA,NA,NA
"214","SNPV","CTRL","DO",0,11,67.3167141206402,"treatment",4531.54,"131",1495,1480,2975,0.65650970751665,"init","",NA,NA,NA,NA,NA,NA,NA
"215","SNPV","CTRL","DO",0,12,67.4166893283851,"control",4545.01,"(0, 119)",1081,1565,2646,0.582176936904429,"init","",NA,NA,NA,NA,NA,NA,NA
"216","SNPV","CTRL","DO",0,12,67.4166893283851,"treatment",4545.01,"127",1357,1599,2956,0.650383607516815,"init","",NA,NA,NA,NA,NA,NA,NA
"217","SNPV","CTRL","DO",0,13,67.4166893283851,"control",4545.01,"(0, 115)",1396,1345,2741,0.603078981124354,"init","got rid of shadow",NA,NA,NA,NA,NA,NA,NA
"218","SNPV","CTRL","DO",0,13,67.4166893283851,"treatment",4545.01,"124",710,1000,1710,0.376236795958645,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"219","SNPV","CTRL","DO",0,14,67.4166893283851,"control",4545.01,"(0, 93)",911,906,1817,0.399779098395823,"init","",NA,NA,NA,NA,NA,NA,NA
"220","SNPV","CTRL","DO",0,14,67.4166893283851,"treatment",4545.01,"107",1090,1271,2361,0.519470804244655,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"221","SNPV","CTRL","DO",0,15,67.5036295320481,"control",4556.74,"(0, 82)",1296,1217,2513,0.55149075874419,"init","",NA,NA,NA,NA,NA,NA,NA
"222","SNPV","CTRL","DO",0,15,67.5036295320481,"treatment",4556.74,"88",1538,1295,2833,0.621716402515834,"init","",NA,NA,NA,NA,NA,NA,NA
"223","SNPV","CTRL","DO",0,16,67.6018490871367,"control",4570.01,"(0, 81)",1537,1412,2949,0.645293992792138,"init","",NA,NA,NA,NA,NA,NA,NA
"224","SNPV","CTRL","DO",0,16,67.6018490871367,"treatment",4570.01,"96",1464,1465,2929,0.640917634753534,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"225","SNPV","CTRL","DO",24,1,85.9058205245721,"control",7379.81,"(0, 143)",2246,2589,4835,0.655165918905771,"no change","",NA,NA,NA,NA,NA,NA,NA
"226","SNPV","CTRL","DO",24,1,85.9058205245721,"treatment",7379.81,"134",1439,1800,3239,0.438900188487237,"no change","",NA,NA,NA,NA,NA,NA,NA
"227","SNPV","CTRL","DO",24,2,85.9047146552504,"control",7379.62,"(0, 140)",2125,2106,4231,0.573335754415539,"no change","",NA,NA,NA,NA,NA,NA,NA
"228","SNPV","CTRL","DO",24,2,85.9047146552504,"treatment",7379.62,"128",1963,2169,4132,0.55992042950721,"no change","",NA,NA,NA,NA,NA,NA,NA
"229","SNPV","CTRL","DO",24,3,85.9047146552504,"control",7379.62,"(0, 126)",1292,1237,2529,0.342700572658213,"change","",NA,NA,NA,NA,NA,NA,NA
"230","SNPV","CTRL","DO",24,3,85.9047146552504,"treatment",7379.62,"128",1242,1510,2752,0.372918930785054,"change","",NA,NA,NA,NA,NA,NA,NA
"231","SNPV","CTRL","DO",24,4,85.9047146552504,"control",7379.62,"(0, 117)",1929,0,1929,0.261395573213797,"change","",NA,NA,NA,NA,NA,NA,NA
"232","SNPV","CTRL","DO",24,4,85.9047146552504,"treatment",7379.62,"119",1166,949,2115,0.286600123041566,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"233","SNPV","CTRL","DO",24,5,85.9047146552504,"control",7379.62,"(0, 140)",753,1217,1970,0.266951414842499,"change","got rid of shadow and frass",NA,NA,NA,NA,NA,NA,NA
"234","SNPV","CTRL","DO",24,5,85.9047146552504,"treatment",7379.62,"130",691,803,1494,0.202449448616595,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"235","SNPV","CTRL","DO",24,6,85.9047146552504,"control",7379.62,"(0, 139)",1008,696,1704,0.230906198422141,"change","got rid of shadow",NA,NA,NA,NA,NA,NA,NA
"236","SNPV","CTRL","DO",24,6,85.9047146552504,"treatment",7379.62,"134",920,1277,2197,0.297711806298969,"change","",NA,NA,NA,NA,NA,NA,NA
"237","SNPV","CTRL","DO",24,7,86.0047091733935,"control",7396.81,"(0, 128)",1473,1819,3292,0.445056720397036,"change","got rid of shadow",NA,NA,NA,NA,NA,NA,NA
"238","SNPV","CTRL","DO",24,7,86.0047091733935,"treatment",7396.81,"139",1440,645,2085,0.281878269145753,"small change","",NA,NA,NA,NA,NA,NA,NA
"239","SNPV","CTRL","DO",24,8,86.0047091733935,"control",7396.81,"(0, 121)",1075,807,1882,0.254434006010699,"change","",NA,NA,NA,NA,NA,NA,NA
"240","SNPV","CTRL","DO",24,8,86.0047091733935,"treatment",7396.81,"122",1422,1325,2747,0.371376309517211,"change","",NA,NA,NA,NA,NA,NA,NA
"241","SNPV","CTRL","DO",24,9,85.9047146552504,"control",7379.62,"(0, 138)",1361,1827,3188,0.432000563714663,"a little change","",NA,NA,NA,NA,NA,NA,NA
"242","SNPV","CTRL","DO",24,9,85.9047146552504,"treatment",7379.62,"134",1644,1213,2857,0.387147305687827,"small change","",NA,NA,NA,NA,NA,NA,NA
"243","SNPV","CTRL","DO",24,10,85.9047146552504,"control",7379.62,"(0, 128)",889,1207,2096,0.284025464725826,"change","",NA,NA,NA,NA,NA,NA,NA
"244","SNPV","CTRL","DO",24,10,85.9047146552504,"treatment",7379.62,"142",1210,1944,3154,0.427393280412813,"small change","",NA,NA,NA,NA,NA,NA,NA
"245","SNPV","CTRL","DO",24,11,86.00372084974,"control",7396.64,"(0, 119)",1402,1909,3311,0.447635683229142,"change","",NA,NA,NA,NA,NA,NA,NA
"246","SNPV","CTRL","DO",24,11,86.00372084974,"treatment",7396.64,"115",1465,1015,2480,0.335287373726449,"change","",NA,NA,NA,NA,NA,NA,NA
"247","SNPV","CTRL","DO",24,12,85.8713572735403,"control",7373.89,"(0, 118)",1049,1730,2779,0.376870281493215,"a little change","got rid of shadow",NA,NA,NA,NA,NA,NA,NA
"248","SNPV","CTRL","DO",24,12,85.8713572735403,"treatment",7373.89,"121",1690,1960,3650,0.494989754390152,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"249","SNPV","CTRL","DO",24,13,85.9712742722824,"control",7391.06,"(0, 126)",1232,938,2170,0.293597941296648,"change","",NA,NA,NA,NA,NA,NA,NA
"250","SNPV","CTRL","DO",24,13,85.9712742722824,"treatment",7391.06,"129",463,1012,1475,0.199565420927445,"change","",NA,NA,NA,NA,NA,NA,NA
"251","SNPV","CTRL","DO",24,14,85.8000582750385,"control",7361.65,"(0, 97)",785,739,1524,0.207018806925078,"change","",NA,NA,NA,NA,NA,NA,NA
"252","SNPV","CTRL","DO",24,14,85.8000582750385,"treatment",7361.65,"102",869,1010,1879,0.255241691740303,"change","",NA,NA,NA,NA,NA,NA,NA
"253","SNPV","CTRL","DO",24,15,85.900058207198,"control",7378.82,"(0, 112)",1143,877,2020,0.273756508493228,"a little change","",NA,NA,NA,NA,NA,NA,NA
"254","SNPV","CTRL","DO",24,15,85.900058207198,"treatment",7378.82,"106",1089,988,2077,0.281481320861601,"change","",NA,NA,NA,NA,NA,NA,NA
"255","SNPV","CTRL","DO",24,16,85.900058207198,"control",7378.82,"(0, 106)",2315,1860,4175,0.56580862522734,"no change","",NA,NA,NA,NA,NA,NA,NA
"256","SNPV","CTRL","DO",24,16,85.900058207198,"treatment",7378.82,"108",1949,1687,3636,0.49276171528781,"small change","",NA,NA,NA,NA,NA,NA,NA
"257","SNPV","CTRL","DO",48,1,85.6014602679183,"control",7327.61,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"258","SNPV","CTRL","DO",48,1,85.6014602679183,"treatment",7327.61,"134",1255,1320,2575,0.351410623654916,"no change","needles were turned sideways",NA,NA,NA,NA,NA,NA,NA
"259","SNPV","CTRL","DO",48,2,85.7021003243211,"control",7344.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"260","SNPV","CTRL","DO",48,2,85.7021003243211,"treatment",7344.85,"140",1818,1866,3684,0.501575934157947,"no change","",NA,NA,NA,NA,NA,NA,NA
"261","SNPV","CTRL","DO",48,3,85.4028688042738,"control",7293.65,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"262","SNPV","CTRL","DO",48,3,85.4028688042738,"treatment",7293.65,"133",1179,1513,2692,0.369088179443763,"small change","",NA,NA,NA,NA,NA,NA,NA
"263","SNPV","CTRL","DO",48,4,85.5028654490597,"control",7310.74,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"264","SNPV","CTRL","DO",48,4,85.5028654490597,"treatment",7310.74,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"265","SNPV","CTRL","DO",48,5,85.6028621016844,"control",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"266","SNPV","CTRL","DO",48,5,85.6028621016844,"treatment",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"267","SNPV","CTRL","DO",48,6,85.6028621016844,"control",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"268","SNPV","CTRL","DO",48,6,85.6028621016844,"treatment",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"269","SNPV","CTRL","DO",48,7,85.6021027779108,"control",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"270","SNPV","CTRL","DO",48,7,85.6021027779108,"treatment",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"271","SNPV","CTRL","DO",48,8,85.6021027779108,"control",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"272","SNPV","CTRL","DO",48,8,85.6021027779108,"treatment",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"273","SNPV","CTRL","DO",48,9,85.6037382361308,"control",7328,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"274","SNPV","CTRL","DO",48,9,85.6037382361308,"treatment",7328,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"275","SNPV","CTRL","DO",48,10,85.7037338743184,"control",7345.13,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"276","SNPV","CTRL","DO",48,10,85.7037338743184,"treatment",7345.13,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"277","SNPV","CTRL","DO",48,11,85.3014654035908,"control",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"278","SNPV","CTRL","DO",48,11,85.3014654035908,"treatment",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"279","SNPV","CTRL","DO",48,12,85.3014654035908,"control",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"280","SNPV","CTRL","DO",48,12,85.3014654035908,"treatment",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"281","SNPV","CTRL","DO",48,13,85.4009367630121,"control",7293.32,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"282","SNPV","CTRL","DO",48,13,85.4009367630121,"treatment",7293.32,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"283","SNPV","CTRL","DO",48,14,85.3014654035908,"control",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"284","SNPV","CTRL","DO",48,14,85.3014654035908,"treatment",7276.34,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"285","SNPV","CTRL","DO",48,15,85.401463687691,"control",7293.41,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"286","SNPV","CTRL","DO",48,15,85.401463687691,"treatment",7293.41,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"287","SNPV","CTRL","DO",48,16,85.401463687691,"control",7293.41,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"288","SNPV","CTRL","DO",48,16,85.401463687691,"treatment",7293.41,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"289","SNPV","CTRL","GR",0,2,67.5047405742737,"control",4556.89,"(0, 130)",1382,1539,2921,0.641007353699563,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"290","SNPV","CTRL","GR",0,2,67.5047405742737,"treatment",4556.89,"141",1813,1226,3039,0.666902207426556,"init","",NA,NA,NA,NA,NA,NA,NA
"291","SNPV","CTRL","GR",0,3,67.5047405742737,"control",4556.89,"(0, 127)",2086,1608,3694,0.810640590402665,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"292","SNPV","CTRL","GR",0,3,67.5047405742737,"treatment",4556.89,"132",1580,1769,3349,0.73493106043815,"init","",NA,NA,NA,NA,NA,NA,NA
"293","SNPV","CTRL","GR",0,4,67.5047405742737,"control",4556.89,"(0, 129)",1952,1404,3356,0.736467195828734,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"294","SNPV","CTRL","GR",0,4,67.5047405742737,"treatment",4556.89,"139",1781,1789,3570,0.783429049198028,"init","removed shadows",NA,NA,NA,NA,NA,NA,NA
"295","SNPV","CTRL","GR",0,5,67.5047405742737,"control",4556.89,"(0, 126)",1882,1890,3772,0.827757527612034,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"296","SNPV","CTRL","GR",0,5,67.5047405742737,"treatment",4556.89,"142",2041,1305,3346,0.734272716699328,"init","",NA,NA,NA,NA,NA,NA,NA
"297","SNPV","CTRL","GR",0,6,67.6047335620813,"control",4570.4,"(0, 126)",1490,2034,3524,0.77104848590933,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"298","SNPV","CTRL","GR",0,6,67.6047335620813,"treatment",4570.4,"131",1825,1646,3471,0.759452126728514,"init","",NA,NA,NA,NA,NA,NA,NA
"299","SNPV","CTRL","GR",0,7,67.6047335620813,"control",4570.4,"(0, 130)",2162,1992,4154,0.908892000700158,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"300","SNPV","CTRL","GR",0,7,67.6047335620813,"treatment",4570.4,"134",1481,1445,2926,0.640206546472956,"init","",NA,NA,NA,NA,NA,NA,NA
"301","SNPV","CTRL","GR",0,8,67.6059908587989,"control",4570.57,"(0, 125)",1715,1606,3321,0.726605215542044,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"302","SNPV","CTRL","GR",0,8,67.6059908587989,"treatment",4570.57,"132",1305,1255,2560,0.56010519475689,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"303","SNPV","CTRL","GR",0,9,67.6059908587989,"control",4570.57,"(0, 127)",1857,1670,3527,0.771676180432638,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"304","SNPV","CTRL","GR",0,9,67.6059908587989,"treatment",4570.57,"134",1402,1620,3022,0.661186679123173,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"305","SNPV","CTRL","GR",0,1,67.601183421594,"control",4569.92,"(0, 144)",2073,2300,4373,0.956552449261322,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"306","SNPV","CTRL","GR",0,1,67.601183421594,"treatment",4569.92,"152",1315,2321,3636,0.79534065984774,"init","removed shadows",NA,NA,NA,NA,NA,NA,NA
"307","SNPV","CTRL","GR",0,10,67.6059908587989,"control",4570.57,"(0, 132)",1748,1723,3471,0.759423879297331,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"308","SNPV","CTRL","GR",0,10,67.6059908587989,"treatment",4570.57,"136",1065,1347,2412,0.527724113185008,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"309","SNPV","CTRL","GR",0,11,67.5166646095614,"control",4558.5,"(0, 132)",1244,1503,2747,0.602610507842492,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"310","SNPV","CTRL","GR",0,11,67.5166646095614,"treatment",4558.5,"132",1823,1699,3522,0.772622573214873,"init","removed shadows",NA,NA,NA,NA,NA,NA,NA
"311","SNPV","CTRL","GR",0,12,67.4189884231438,"control",4545.32,"(0, 121)",1462,1022,2484,0.546496176286818,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"312","SNPV","CTRL","GR",0,12,67.4189884231438,"treatment",4545.32,"123",1526,1288,2814,0.619098325310429,"init ","removed shadows; filled flash",NA,NA,NA,NA,NA,NA,NA
"313","SNPV","CTRL","GR",0,13,67.5166646095614,"control",4558.5,"(0, 96)",1580,1440,3020,0.662498628934957,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"314","SNPV","CTRL","GR",0,13,67.5166646095614,"treatment",4558.5,"99",1543,1179,2722,0.597126247669189,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"315","SNPV","CTRL","GR",0,14,67.3011886967831,"control",4529.45,"(0, 124)",1936,1618,3554,0.784642727041915,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"316","SNPV","CTRL","GR",0,14,67.3011886967831,"treatment",4529.45,"130",1826,1575,3401,0.750863791409553,"init","",NA,NA,NA,NA,NA,NA,NA
"317","SNPV","CTRL","GR",0,15,67.4011869331691,"control",4542.92,"(0, 107)",1843,2012,3855,0.848573164396468,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"318","SNPV","CTRL","GR",0,15,67.4011869331691,"treatment",4542.92,"111",1563,1619,3182,0.700430560080301,"init","removed shadows",NA,NA,NA,NA,NA,NA,NA
"319","SNPV","CTRL","GR",0,16,67.5047405742737,"control",4556.89,"(0, 100)",1733,1628,3361,0.737564435393437,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"320","SNPV","CTRL","GR",0,16,67.5047405742737,"treatment",4556.89,"105",2072,1287,3359,0.737125539567556,"init","removed shadows; filled flash",NA,NA,NA,NA,NA,NA,NA
"321","SNPV","CTRL","GR",0,17,67.1125919630586,"control",4504.1,"(0, 128)",1874,1721,3595,0.798161674918408,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"322","SNPV","CTRL","GR",0,17,67.1125919630586,"treatment",4504.1,"133",1223,1717,2940,0.65273861592771,"init","removed shadows; filled flash",NA,NA,NA,NA,NA,NA,NA
"323","SNPV","CTRL","GR",0,18,67.3125545496529,"control",4530.98,"(0, 147)",1814,1468,3282,0.724346609342791,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"324","SNPV","CTRL","GR",0,18,67.3125545496529,"treatment",4530.98,"143",1762,1578,3340,0.737147372091689,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"325","SNPV","CTRL","GR",0,19,67.3125545496529,"control",4530.98,"(0, 134)",1884,1657,3541,0.7815086361008,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"326","SNPV","CTRL","GR",0,19,67.3125545496529,"treatment",4530.98,"139",923,999,1922,0.424190793161744,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"327","SNPV","CTRL","GR",0,20,67.3125545496529,"control",4530.98,"(0, 134)",1559,1837,3396,0.749506729228555,"init","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"328","SNPV","CTRL","GR",0,20,67.3125545496529,"treatment",4530.98,"145",1549,1291,2840,0.626795969083951,"init","",NA,NA,NA,NA,NA,NA,NA
"329","SNPV","CTRL","GR",24,1,86.0000581395152,"control",7396.01,"(0, 126)",3044,3358,6402,0.861590969040864,"no change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"330","SNPV","CTRL","GR",24,1,86.0000581395152,"treatment",7396.01,"129",2000,3548,5548,0.746658340555876,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"331","SNPV","CTRL","GR",24,2,85.900058207198,"control",7378.82,"(0, 127)",1601,1370,2971,0.402638904323456,"small change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"332","SNPV","CTRL","GR",24,2,85.900058207198,"treatment",7378.82,"143",1450,1558,3008,0.407653256211698,"tiny change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"333","SNPV","CTRL","GR",24,3,86.0000581395152,"control",7396.01,"(0, 127)",3257,2436,5693,0.769739359465442,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"334","SNPV","CTRL","GR",24,3,86.0000581395152,"treatment",7396.01,"131",2035,2449,4484,0.606272841707894,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
