"","morphotype","isolate","tree_sp","time","rep","pixels_per_cm","group","ppc_squared","threshold","leaf1","leaf2","area_pixels","area_cm","description","notes","threshold.1","leaf1.1","leaf2.1","area_pixels.1","area_cm.1","description.1","notes.1"
"335","SNPV","CTRL","GR",24,4,85.900058207198,"control",7378.82,"(0, 127)",2685,2288,4973,0.673955998384566,"tiny change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"336","SNPV","CTRL","GR",24,4,85.900058207198,"treatment",7378.82,"133",2260,2585,4845,0.656609051311727,"small change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"337","SNPV","CTRL","GR",24,5,86.0000581395152,"control",7396.01,"(0, 137)",2562,2668,5230,0.70713803794208,"small change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"338","SNPV","CTRL","GR",24,5,86.0000581395152,"treatment",7396.01,"147",2660,2063,4723,0.63858756275343,"tiny change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"339","SNPV","CTRL","GR",24,6,86,"control",7396,"(0, 133)",2156,3383,5539,0.748918334234721,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"340","SNPV","CTRL","GR",24,6,86,"treatment",7396,"136",2664,2368,5032,0.680367766360195,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"341","SNPV","CTRL","GR",24,7,86,"control",7396,"(0, 125)",814,1758,2572,0.347755543537047,"change","",NA,NA,NA,NA,NA,NA,NA
"342","SNPV","CTRL","GR",24,7,86,"treatment",7396,"128",964,1398,2362,0.319361817198486,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"343","SNPV","CTRL","GR",24,8,86.0000581395152,"control",7396.01,"(0, 115)",2068,1788,3856,0.521362193939705,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"344","SNPV","CTRL","GR",24,8,86.0000581395152,"treatment",7396.01,"130",1865,1623,3488,0.47160563601185,"tiny change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"345","SNPV","CTRL","GR",24,9,86.0000581395152,"control",7396.01,"(0, 139)",2588,1812,4400,0.594915366528709,"tiny change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"346","SNPV","CTRL","GR",24,9,86.0000581395152,"treatment",7396.01,"145",1893,2068,3961,0.535559037913686,"tiny change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"347","SNPV","CTRL","GR",24,10,86.0000581395152,"control",7396.01,"(0, 127)",1943,1299,3242,0.438344458701381,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"348","SNPV","CTRL","GR",24,10,86.0000581395152,"treatment",7396.01,"131",1314,1254,2568,0.34721424119221,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"349","SNPV","CTRL","GR",24,11,85.900058207198,"control",7378.82,"(0, 139)",1688,1044,2732,0.37024890158589,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"350","SNPV","CTRL","GR",24,11,85.900058207198,"treatment",7378.82,"128",1304,1712,3016,0.40873744040375,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"351","SNPV","CTRL","GR",24,12,85.900058207198,"control",7378.82,"(0, 111)",1818,1507,3325,0.450614054821774,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"352","SNPV","CTRL","GR",24,12,85.900058207198,"treatment",7378.82,"114",2058,1308,3366,0.456170498806042,"small change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"353","SNPV","CTRL","GR",24,13,85.9,"control",7378.81,"(0, 95)",1535,1221,2756,0.373501960343199,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"354","SNPV","CTRL","GR",24,13,85.9,"treatment",7378.81,"101",1615,1171,2786,0.37756765657335,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"355","SNPV","CTRL","GR",24,14,85.9,"control",7378.81,"(0, 134)",2560,1725,4285,0.580716944873225,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"356","SNPV","CTRL","GR",24,14,85.9,"treatment",7378.81,"142",1877,1589,3466,0.469723437790104,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"357","SNPV","CTRL","GR",24,15,85.9,"control",7378.81,"(0, 110)",2062,1100,3162,0.428524382657908,"change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"358","SNPV","CTRL","GR",24,15,85.9,"treatment",7378.81,"113",1197,1694,2891,0.391797593378878,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"359","SNPV","CTRL","GR",24,16,85.9,"control",7378.81,"(0, 107)",1438,713,2151,0.291510419701822,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"360","SNPV","CTRL","GR",24,16,85.9,"treatment",7378.81,"114",1875,1047,2922,0.395998812816701,"change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"361","SNPV","CTRL","GR",24,17,85.9,"control",7378.81,"(0, 118)",3014,2066,5080,0.688457894972224,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"362","SNPV","CTRL","GR",24,17,85.9,"treatment",7378.81,"121",1321,2213,3534,0.47893901591178,"small change","",NA,NA,NA,NA,NA,NA,NA
"363","SNPV","CTRL","GR",24,18,85.9,"control",7378.81,"107",2290,2356,4646,0.629640822842708,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"364","SNPV","CTRL","GR",24,18,85.9,"treatment",7378.81,"116",2814,1842,4656,0.630996054919425,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"365","SNPV","CTRL","GR",24,19,86,"control",7396,"110",2715,2356,5071,0.685640886965928,"no change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"366","SNPV","CTRL","GR",24,19,86,"treatment",7396,"121",1411,1303,2714,0.366955110870741,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"367","SNPV","CTRL","GR",24,20,86.0000581395152,"control",7396.01,"93",2145,2232,4377,0.591805581658218,"tiny change","removed shadow; filled flash",NA,NA,NA,NA,NA,NA,NA
"368","SNPV","CTRL","GR",24,20,86.0000581395152,"treatment",7396.01,"100",2038,1468,3506,0.474039380693103,"no change","removed shadows",NA,NA,NA,NA,NA,NA,NA
"369","SNPV","CTRL","GR",48,2,85.7047256573405,"control",7345.3,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"370","SNPV","CTRL","GR",48,2,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"371","SNPV","CTRL","GR",48,3,85.7047256573405,"control",7345.3,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"372","SNPV","CTRL","GR",48,3,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"373","SNPV","CTRL","GR",48,4,85.7084009884679,"control",7345.93,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"374","SNPV","CTRL","GR",48,4,85.7084009884679,"treatment",7345.93,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"375","SNPV","CTRL","GR",48,5,85.7084009884679,"control",7345.93,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"376","SNPV","CTRL","GR",48,5,85.7084009884679,"treatment",7345.93,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"377","SNPV","CTRL","GR",48,6,85.7131261826332,"control",7346.74,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"378","SNPV","CTRL","GR",48,6,85.7131261826332,"treatment",7346.74,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"379","SNPV","CTRL","GR",48,7,85.7168594851678,"control",7347.38,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"380","SNPV","CTRL","GR",48,7,85.7168594851678,"treatment",7347.38,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"381","SNPV","CTRL","GR",48,8,85.7168594851678,"control",7347.38,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"382","SNPV","CTRL","GR",48,8,85.7168594851678,"treatment",7347.38,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"383","SNPV","CTRL","GR",48,9,85.7189010662176,"control",7347.73,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"384","SNPV","CTRL","GR",48,9,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"385","SNPV","CTRL","GR",48,10,85.7189010662176,"control",7347.73,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"386","SNPV","CTRL","GR",48,10,85.7189010662176,"treatment",7347.73,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"387","SNPV","CTRL","GR",48,11,85.401463687691,"control",7293.41,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"388","SNPV","CTRL","GR",48,11,85.401463687691,"treatment",7293.41,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"389","SNPV","CTRL","GR",48,12,85.6014602679183,"control",7327.61,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"390","SNPV","CTRL","GR",48,12,85.6014602679183,"treatment",7327.61,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"391","SNPV","CTRL","GR",48,13,85.5014619758048,"control",7310.5,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"392","SNPV","CTRL","GR",48,13,85.5014619758048,"treatment",7310.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"393","SNPV","CTRL","GR",48,14,85.5014619758048,"control",7310.5,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"394","SNPV","CTRL","GR",48,14,85.5014619758048,"treatment",7310.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"395","SNPV","CTRL","GR",48,15,85.6014602679183,"control",7327.61,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"396","SNPV","CTRL","GR",48,15,85.6014602679183,"treatment",7327.61,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"397","SNPV","CTRL","GR",48,16,85.6021027779108,"control",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"398","SNPV","CTRL","GR",48,16,85.6021027779108,"treatment",7327.72,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"399","SNPV","CTRL","GR",48,17,85.6021027779108,"control",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"400","SNPV","CTRL","GR",48,17,85.6021027779108,"treatment",7327.72,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"401","SNPV","CTRL","GR",48,18,85.6021027779108,"control",7327.72,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"402","SNPV","CTRL","GR",48,18,85.6021027779108,"treatment",7327.72,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"403","SNPV","CTRL","GR",48,19,85.6028621016844,"control",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"404","SNPV","CTRL","GR",48,19,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"405","SNPV","CTRL","GR",48,20,85.6028621016844,"control",7327.85,"",NA,NA,0,0,"","",NA,NA,NA,NA,NA,NA,NA
"406","SNPV","CTRL","GR",48,20,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"407","MNPV","DRY","DO",0,1,67.3011886967831,"control",4529.45,"139",1491,1122,2613,0.576891234035037,"init","",NA,NA,NA,NA,NA,NA,NA
"408","MNPV","DRY","DO",0,1,67.3011886967831,"treatment",4529.45,"151",1306,837,2143,0.473125876210136,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"409","MNPV","DRY","DO",0,2,67.3214676013529,"control",4532.18,"146",1390,1323,2713,0.59860817531519,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"410","MNPV","DRY","DO",0,2,67.3214676013529,"treatment",4532.18,"161",1106,933,2039,0.449893870058118,"init","",NA,NA,NA,NA,NA,NA,NA
"411","MNPV","DRY","DO",0,3,67.3026745382381,"control",4529.65,"149",1639,1396,3035,0.670029693243407,"init","",NA,NA,NA,NA,NA,NA,NA
"412","MNPV","DRY","DO",0,3,67.3026745382381,"treatment",4529.65,"154",1387,1211,2598,0.573554248120716,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"413","MNPV","DRY","DO",0,4,67.4026705702378,"control",4543.12,"135",1017,877,1894,0.416894116818398,"init","",NA,NA,NA,NA,NA,NA,NA
"414","MNPV","DRY","DO",0,4,67.4026705702378,"treatment",4543.12,"146",1297,1191,2488,0.54764126855553,"init","",NA,NA,NA,NA,NA,NA,NA
"415","MNPV","DRY","DO",0,5,67.4018545738914,"control",4543.01,"131",1156,1085,2241,0.493285288828332,"init","",NA,NA,NA,NA,NA,NA,NA
"416","MNPV","DRY","DO",0,5,67.4018545738914,"treatment",4543.01,"148",1186,1045,2231,0.491084105031686,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"417","MNPV","DRY","DO",0,6,67.4047476072717,"control",4543.4,"117",1025,1008,2033,0.447462252938328,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"418","MNPV","DRY","DO",0,6,67.4047476072717,"treatment",4543.4,"135",1393,1214,2607,0.573799357309504,"init","manual thresholding ",NA,NA,NA,NA,NA,NA,NA
"419","MNPV","DRY","DO",0,7,67.3026745382381,"control",4529.65,"116",1171,1302,2473,0.545958296998664,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"420","MNPV","DRY","DO",0,7,67.3026745382381,"treatment",4529.65,"135",1361,1155,2516,0.55545130418465,"init","",NA,NA,NA,NA,NA,NA,NA
"421","MNPV","DRY","DO",0,8,67.4026705702378,"control",4543.12,"146",1162,1366,2528,0.556445790558031,"init","filled flash; removed shadow",NA,NA,NA,NA,NA,NA,NA
"422","MNPV","DRY","DO",0,8,67.4026705702378,"treatment",4543.12,"149",1017,1043,2060,0.453432883128775,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"423","MNPV","DRY","DO",0,9,67.3036403175935,"control",4529.78,"129",1118,1079,2197,0.485012517164189,"init","filled flash; removed shadow",NA,NA,NA,NA,NA,NA,NA
"424","MNPV","DRY","DO",0,9,67.3036403175935,"treatment",4529.78,"141",1228,815,2043,0.451015281095329,"init","",NA,NA,NA,NA,NA,NA,NA
"425","MNPV","DRY","DO",0,10,67.4018545738914,"control",4543.01,"143",1236,1018,2254,0.496146827763971,"init","",NA,NA,NA,NA,NA,NA,NA
"426","MNPV","DRY","DO",0,10,67.4018545738914,"treatment",4543.01,"139",1220,1202,2422,0.533126715547622,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"427","MNPV","DRY","DO",0,11,67.4026705702378,"control",4543.12,"140",1210,791,2001,0.440446213175087,"init","",NA,NA,NA,NA,NA,NA,NA
"428","MNPV","DRY","DO",0,11,67.4026705702378,"treatment",4543.12,"148",1129,1062,2191,0.482267692686964,"init","",NA,NA,NA,NA,NA,NA,NA
"429","MNPV","DRY","DO",0,13,67.4036349168203,"control",4543.25,"117",1384,1317,2701,0.594508336543223,"init","",NA,NA,NA,NA,NA,NA,NA
"430","MNPV","DRY","DO",0,13,67.4036349168203,"treatment",4543.25,"128",1091,1154,2245,0.494139657734001,"init","",NA,NA,NA,NA,NA,NA,NA
"431","MNPV","DRY","DO",0,14,67.4036349168203,"control",4543.25,"113",1130,582,1712,0.376822759038134,"init","filled flash; removed shadows",NA,NA,NA,NA,NA,NA,NA
"432","MNPV","DRY","DO",0,14,67.4036349168203,"treatment",4543.25,"121",1305,1228,2533,0.557530402245089,"init","",NA,NA,NA,NA,NA,NA,NA
"433","MNPV","DRY","DO",0,15,67.4036349168203,"control",4543.25,"131",1048,1087,2135,0.469927915038794,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"434","MNPV","DRY","DO",0,15,67.4036349168203,"treatment",4543.25,"134",1335,1211,2546,0.560391790018159,"init","filled flash",NA,NA,NA,NA,NA,NA,NA
"435","MNPV","DRY","DO",0,16,67.2125732285262,"control",4517.53,"149",1163,762,1925,0.426117812167268,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"436","MNPV","DRY","DO",0,16,67.2125732285262,"treatment",4517.53,"157",1222,811,2033,0.45002468162912,"init","",NA,NA,NA,NA,NA,NA,NA
"437","MNPV","DRY","DO",24,1,85.8009323958662,"control",7361.8,"138",1315,746,2061,0.279958705751311,"change","filled flash; removed shadow",NA,NA,NA,NA,NA,NA,NA
"438","MNPV","DRY","DO",24,1,85.8009323958662,"treatment",7361.8,"152",1638,729,2367,0.321524627129235,"change","",NA,NA,NA,NA,NA,NA,NA
"439","MNPV","DRY","DO",24,2,85.9009313104346,"control",7378.97,"147",1005,647,1652,0.223879484535104,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"440","MNPV","DRY","DO",24,2,85.9009313104346,"treatment",7378.97,"156",880,897,1777,0.240819518171235,"change","",NA,NA,NA,NA,NA,NA,NA
"441","MNPV","DRY","DO",24,3,85.9009313104346,"control",7378.97,"142",1562,2149,3711,0.502915718589451,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"442","MNPV","DRY","DO",24,3,85.9009313104346,"treatment",7378.97,"145",2153,1878,4031,0.546282204697946,"no change","",NA,NA,NA,NA,NA,NA,NA
"443","MNPV","DRY","DO",24,4,85.9009313104346,"control",7378.97,"130",981,930,1911,0.258979234229167,"tiny change","",NA,NA,NA,NA,NA,NA,NA
"444","MNPV","DRY","DO",24,4,85.9009313104346,"treatment",7378.97,"142",1594,1212,2806,0.380269875063864,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"445","MNPV","DRY","DO",24,5,85.9005238633619,"control",7378.9,"127",1125,1105,2230,0.302213066988304,"no change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"446","MNPV","DRY","DO",24,5,85.9005238633619,"treatment",7378.9,"145",1655,1021,2676,0.362655680385965,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"447","MNPV","DRY","DO",24,6,85.9005238633619,"control",7378.9,"151",932,1251,2183,0.295843553917251,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"448","MNPV","DRY","DO",24,6,85.9005238633619,"treatment",7378.9,"147",1393,1163,2556,0.346393093821572,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"449","MNPV","DRY","DO",24,7,85.9005238633619,"control",7378.9,"142",388,798,1186,0.160728563878085,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"450","MNPV","DRY","DO",24,7,85.9005238633619,"treatment",7378.9,"155",860,690,1550,0.210058409790077,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"451","MNPV","DRY","DO",24,8,85.8009323958662,"control",7361.8,"149",1223,2260,3483,0.473117987448722,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"452","MNPV","DRY","DO",24,8,85.8009323958662,"treatment",7361.8,"155",1590,1688,3278,0.4452715368524,"no change","",NA,NA,NA,NA,NA,NA,NA
"453","MNPV","DRY","DO",24,9,86.0005232542221,"control",7396.09,"146",2285,0,2285,0.308947024711706,"tiny change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"454","MNPV","DRY","DO",24,9,86.0005232542221,"treatment",7396.09,"150",1561,859,2420,0.327199912386139,"change","",NA,NA,NA,NA,NA,NA,NA
"455","MNPV","DRY","DO",24,10,85.9005238633619,"control",7378.9,"145",1285,806,2091,0.283375570884549,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"456","MNPV","DRY","DO",24,10,85.9005238633619,"treatment",7378.9,"140",1457,1334,2791,0.378240659176842,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"457","MNPV","DRY","DO",24,11,86.00372084974,"control",7396.64,"149",1005,849,1854,0.250654351164853,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"458","MNPV","DRY","DO",24,11,86.00372084974,"treatment",7396.64,"153",963,1014,1977,0.267283523329512,"change","",NA,NA,NA,NA,NA,NA,NA
"459","MNPV","DRY","DO",24,13,85.9037251811585,"control",7379.45,"133",1349,824,2173,0.294466389771595,"change","",NA,NA,NA,NA,NA,NA,NA
"460","MNPV","DRY","DO",24,13,85.9037251811585,"treatment",7379.45,"142",964,1155,2119,0.28714877124989,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"461","MNPV","DRY","DO",24,14,86.0028487900256,"control",7396.49,"142",788,870,1658,0.224160378774256,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"462","MNPV","DRY","DO",24,14,86.0028487900256,"treatment",7396.49,"144",861,1109,1970,0.266342548965793,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"463","MNPV","DRY","DO",24,15,86.0028487900256,"control",7396.49,"146",904,1270,2174,0.293923198706414,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"464","MNPV","DRY","DO",24,15,86.0028487900256,"treatment",7396.49,"146",1235,1196,2431,0.328669409409058,"change","",NA,NA,NA,NA,NA,NA,NA
"465","MNPV","DRY","DO",24,16,86.0028487900256,"control",7396.49,"150",1615,804,2419,0.327047018247845,"change","removed shadow",NA,NA,NA,NA,NA,NA,NA
"466","MNPV","DRY","DO",24,16,86.0028487900256,"treatment",7396.49,"159",1989,1311,3300,0.446157569333562,"no change","",NA,NA,NA,NA,NA,NA,NA
"467","MNPV","DRY","DO",48,1,85.6028621016844,"control",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"468","MNPV","DRY","DO",48,1,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"469","MNPV","DRY","DO",48,2,85.6028621016844,"control",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"470","MNPV","DRY","DO",48,2,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"471","MNPV","DRY","DO",48,3,85.6028621016844,"control",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"472","MNPV","DRY","DO",48,3,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"473","MNPV","DRY","DO",48,4,85.6028621016844,"control",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"474","MNPV","DRY","DO",48,4,85.6028621016844,"treatment",7327.85,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"475","MNPV","DRY","DO",48,5,85.6037382361308,"control",7328,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"476","MNPV","DRY","DO",48,5,85.6037382361308,"treatment",7328,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"477","MNPV","DRY","DO",48,6,85.7047256573405,"control",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"478","MNPV","DRY","DO",48,6,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"479","MNPV","DRY","DO",48,7,85.7047256573405,"control",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"480","MNPV","DRY","DO",48,7,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"481","MNPV","DRY","DO",48,8,85.7047256573405,"control",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"482","MNPV","DRY","DO",48,8,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"483","MNPV","DRY","DO",48,9,85.7058341071365,"control",7345.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"484","MNPV","DRY","DO",48,9,85.7058341071365,"treatment",7345.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"485","MNPV","DRY","DO",48,10,85.7047256573405,"control",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"486","MNPV","DRY","DO",48,10,85.7047256573405,"treatment",7345.3,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"487","MNPV","DRY","DO",48,11,85.7,"control",7344.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"488","MNPV","DRY","DO",48,11,85.7,"treatment",7344.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"489","MNPV","DRY","DO",48,13,85.7,"control",7344.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"490","MNPV","DRY","DO",48,13,85.7,"treatment",7344.49,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"491","MNPV","DRY","DO",48,14,85.7000583430373,"control",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"492","MNPV","DRY","DO",48,14,85.7000583430373,"treatment",7344.5,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"493","MNPV","DRY","DO",48,15,85.8002330999165,"control",7361.68,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"494","MNPV","DRY","DO",48,15,85.8002330999165,"treatment",7361.68,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"495","MNPV","DRY","DO",48,16,85.700525085906,"control",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"496","MNPV","DRY","DO",48,16,85.700525085906,"treatment",7344.58,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"497","MNPV","DRY","GR",0,1,67.3047546611679,"control",4529.93,"148",2268,2081,4349,0.960058985458936,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"498","MNPV","DRY","GR",0,1,67.3047546611679,"treatment",4529.93,"165",3070,2397,5467,1.20686191618855,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"499","MNPV","DRY","GR",0,2,67.4047476072717,"control",4543.4,"147",1772,1868,3640,0.801162125280627,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"500","MNPV","DRY","GR",0,2,67.4047476072717,"treatment",4543.4,"163",2419,2254,4673,1.02852489325175,"init","",NA,NA,NA,NA,NA,NA,NA
"501","MNPV","DRY","GR",0,3,67.4106816461605,"control",4544.2,"147",1716,1454,3170,0.697592535539809,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"502","MNPV","DRY","GR",0,3,67.4106816461605,"treatment",4544.2,"163",1937,1726,3663,0.806082478764139,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"503","MNPV","DRY","GR",0,4,67.5106658240015,"control",4557.69,"148",2141,1976,4117,0.903308474249017,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"504","MNPV","DRY","GR",0,4,67.5106658240015,"treatment",4557.69,"163",2946,2889,5835,1.28025381278674,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"505","MNPV","DRY","GR",0,5,67.5089623679701,"control",4557.46,"143",2084,2079,4163,0.913447402719936,"init","removed shadow",NA,NA,NA,NA,NA,NA,NA
"506","MNPV","DRY","GR",0,5,67.5089623679701,"treatment",4557.46,"147",3453,3342,6795,NA,"init","",NA,NA,NA,NA,NA,NA,NA
